DCA License Number,License Expiration Date,License Creation Date,Industry,Detail,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Longitude,Latitude,Location
2082682-DCA,03/31/2025,02/28/2019,Garage,"Vehicle Spaces: 72, Bicycle Spaces: 7",ABM INDUSTRY GROUPS LLC,ABM PARKING SERVICES,750,LEXINGTON AVE,,NEW YORK,NY,10022,9145255897,Manhattan,1,108,04,1075639,1013940013,MN40,11402,-73.96855470923397,40.76251484208311,"(40.76251484208311, -73.96855470923397)"
0980801-DCA,03/31/2025,03/19/1998,Garage,"Vehicle Spaces: 100, Bicycle Spaces: 10","FIRST AVENUE PARKING, LLC",,630,1ST AVE,,NEW YORK,NY,10016,2127367171,Manhattan,1,106,4,1022060,1009680501,MN19,8601,-73.97246048847664,40.74521021666899,"(40.74521021666899, -73.97246048847664)"
2107995-DCA,03/31/2025,08/08/2022,Garage,"Vehicle Spaces: 34, Bicycle Spaces: 0",1760 EASTERN PARKING LLC,NAGLE PARKING,1709,SAINT MARKS AVE,,BROOKLYN,NY,11233,,Brooklyn,3,316,41,3403261,3014550070,,,-73.9101022770054,40.6730158257852,"(40.6730158257852, -73.9101022770054)"
2082400-DCA,03/31/2025,02/20/2019,Garage,"Vehicle Spaces: 37, Bicycle Spaces:",RGL PARKING & TRANSPORTATION LLC,,4129,24TH ST,,LONG ISLAND CITY,NY,11101,9178419280,Queens,4,401,26,4594898,4004140117,QN68,33,-73.94028811924424,40.75217792689496,"(40.75217792689496, -73.94028811924424)"
2105314-DCA,09/12/2023,04/15/2022,Garage,"Vehicle Spaces: 60, Bicycle Spaces: 6",SP PLUS CORPORATION,,13107,40TH RD,,FLUSHING,NY,11354,2123217542,Queens,4,407,20,4534020,4050667501,,,-73.83604285013006,40.7559413259008,"(40.7559413259008, -73.83604285013006)"
1151777-DCA,03/31/2025,09/16/2003,Parking Lot,"Vehicle Spaces: 64, Bicycle Spaces: 6","BROOK PARKING GARAGE, INC.",,418,E 167TH ST,,BRONX,NY,10456,7185888328,Bronx,2,203,16,,,BX14,143,-73.90963302806338,40.83043496717228,"(40.83043496717228, -73.90963302806338)"
2017533-DCA,03/31/2025,01/22/2015,Parking Lot,"Vehicle Spaces: 25, Bicycle Spaces: 0","MAA TARA GAS, INC.",BP,2350,JEROME AVE,,BRONX,NY,10468,7182205651,Bronx,2,205,14,2014085,2031870018,BX40,239,-73.90295201210064,40.85989672443748,"(40.85989672443748, -73.90295201210064)"
2083087-DCA,03/31/2025,03/13/2019,Garage,"Vehicle Spaces: 1205, Bicycle Spaces: 30",ISABEL PARKING LLC,,950,RIVER AVE,,BRONX,NY,10452,6465840409,Bronx,2,204,08,2002992,2024850001,BX63,195,-73.9245716488821,40.83015751029564,"(40.83015751029564, -73.9245716488821)"
2100038-DCA,03/31/2025,07/12/2021,Garage,"Vehicle Spaces: 53, Bicycle Spaces: 5",320 EAST 23RD STREET GARAGE LLC,,320,E 23RD ST,,NEW YORK,NY,10010,6465840409,Manhattan,1,106,02,1020580,1009280040,,,-73.98017858860041,40.73757041644403,"(40.73757041644403, -73.98017858860041)"
2065381-DCA,03/31/2025,01/25/2018,Garage,"Vehicle Spaces: 49, Bicycle Spaces: 0",1050 FIFTH AVENUE PARKING CORP,,1050,5TH AVE,,NEW YORK,NY,10028,9172615152,Manhattan,1,108,04,1046845,1014980001,MN40,15002,-73.96033094818989,40.781623921945815,"(40.781623921945815, -73.96033094818989)"
2066990-DCA,03/31/2025,02/27/2018,Garage,"Vehicle Spaces: 120, Bicycle Spaces: 13",FDR DRIVE GARAGE LLC,,500,E 62ND ST,,NEW YORK,NY,10065,6465840409,Manhattan,1,108,05,1046251,1014740031,MN31,10602,-73.95824628919495,40.760480457113786,"(40.760480457113786, -73.95824628919495)"
2080641-DCA,03/31/2025,12/12/2018,Garage,"Vehicle Spaces: 58, Bicycle Spaces: 6",150 EAST 18TH STREET PARKING CORP,,196-202,THIRD AVE,,NEW YORK,NY,10003,2127367171,Manhattan,1,106,02,1017857,1008730040,MN21,50,-73.98558815662872,40.73549893199463,"(40.73549893199463, -73.98558815662872)"
2107789-DCA,03/31/2025,07/27/2022,Parking Lot,"Vehicle Spaces: 49, Bicycle Spaces: 0",1510 GATES PARKING LLC,,1510,GATES AVE,,BROOKLYN,NY,11237,3473204333,Brooklyn,3,304,37,3000000,3033457502,,,-73.91302851237586,40.698678953712545,"(40.698678953712545, -73.91302851237586)"
2101332-DCA,03/31/2025,09/07/2021,Garage,"Vehicle Spaces: 194, Bicycle Spaces: 19",RIVER PLACE GARAGE LLC,,1,RIVER PL,,NEW YORK,NY,10036,6465840409,Manhattan,1,104,03,1085803,1010890001,,,-74.00165688975213,40.761492587785206,"(40.761492587785206, -74.00165688975213)"
2101780-DCA,03/31/2025,09/27/2021,Garage,"Vehicle Spaces: 125, Bicycle Spaces: 13",205 EAST 38TH STREET GARAGE LLC,,205,E 38TH ST,,NEW YORK,NY,10016,5455840409,Manhattan,1,106,04,1020352,1009190006,,,-73.97600337463021,40.74813416708923,"(40.74813416708923, -73.97600337463021)"
2095525-DCA,03/31/2025,03/24/2020,Parking Lot,"Vehicle Spaces: 53, Bicycle Spaces: 5",1810 LORING PARKING CORP,,1810,LORING PL S,,BRONX,NY,10453,2018000358,Bronx,2,205,14,2000000,2028790051,,,-73.91604467373243,40.852350828506346,"(40.852350828506346, -73.91604467373243)"
2103699-DCA,03/31/2025,01/31/2022,Garage,"Vehicle Spaces: 39, Bicycle Spaces: 0",354 EAST 91ST STREET PARKING CORP,,1749,1ST AVE,,NEW YORK,NY,10128,2127367171,Manhattan,1,108,05,1087664,1015530027,,,-73.94724657990747,40.77980989428275,"(40.77980989428275, -73.94724657990747)"
2108624-DCA,03/31/2025,09/07/2022,Garage and Parking Lot,"Vehicle Spaces: 61, Bicycle Spaces: 6",1675 BROADWAY GARAGE LLC,,1675,BROADWAY,,NEW YORK,NY,10019,2124903460,Manhattan,1,105,03,1076199,1010240015,,,-73.98307336043467,40.76296253838058,"(40.76296253838058, -73.98307336043467)"
1339578-DCA,03/31/2025,11/24/2009,Parking Lot,"Vehicle Spaces: 59, Bicycle Spaces: 6",B K PARKING GR0UP INC,,205,W FORDHAM RD,,BRONX,NY,10468,9173277488,Bronx,2,207,14,2015123,2032360220,BX30,269,-73.90941945212843,40.86256434236391,"(40.86256434236391, -73.90941945212843)"
2096154-DCA,03/31/2025,08/10/2020,Garage,"Vehicle Spaces: 210, Bicycle Spaces: 20",810 7TH AVENUE GARAGE LLC,,810,7TH AVE,,NEW YORK,NY,10019,9175595750,Manhattan,1,105,04,1024828,1010240038,,,-73.98214571293042,40.76263851872255,"(40.76263851872255, -73.98214571293042)"
1342885-DCA,03/31/2025,01/14/2010,Garage,"Vehicle Spaces: 99, Bicycle Spaces: 9",MANHATTAN ENTERPRISES INC.,,575,MADISON AVE,,NEW YORK,NY,10022,2124903460 EXT. 201,Manhattan,1,105,4,1035789,1012920052,MN17,11202,-73.97270631514388,40.761799522536386,"(40.761799522536386, -73.97270631514388)"
2097390-DCA,01/02/2023,01/04/2021,Garage,"Vehicle Spaces: 106, Bicycle Spaces: 11",OMS PARKING LLC,,250,SOUTH ST,,NEW YORK,NY,10002,2126869800,Manhattan,1,103,01,1089771,1002487501,,,-73.99067953214679,40.70998418534021,"(40.70998418534021, -73.99067953214679)"
0760927-DCA,03/31/2025,04/11/1997,Parking Lot,"Vehicle Spaces: 25, Bicycle Spaces:","ROMANO, ANTHONY S",,2450,HOFFMAN ST,,BRONX,NY,10458,9179306360,Bronx,2,206,15,2011921,2030660031,BX06,389,-73.8875673010171,40.85701179939081,"(40.85701179939081, -73.8875673010171)"
2067173-DCA,03/31/2025,03/02/2018,Garage and Parking Lot,"Vehicle Spaces: 98, Bicycle Spaces: 10",ELMHURST PARKING CORPORATION,,8015,41ST AVE,,ELMHURST,NY,11373,9173251969,Queens,4,404,25,4036854,4014910021,QN29,26901,-73.88525756003034,40.74582607332756,"(40.74582607332756, -73.88525756003034)"
1070435-DCA,03/31/2025,12/29/2000,Garage,"Vehicle Spaces: 49, Bicycle Spaces:",EAST 46TH REALTY LLC,,320,E 46TH ST,,NEW YORK,NY,10017,2125999495,Manhattan,1,106,4,1038778,1013380040,MN19,90,-73.96966768029743,40.75208236495794,"(40.75208236495794, -73.96966768029743)"
2105898-DCA,03/31/2025,05/10/2022,Garage,"Vehicle Spaces: 90, Bicycle Spaces: 9",GRAND CENTRAL GARAGE LLC,,335,MADISON AVE,,NEW YORK,NY,10017,6465840409,Manhattan,1,105,04,1035360,1012780020,,,-73.97860010367027,40.75371475027159,"(40.75371475027159, -73.97860010367027)"
1182737-DCA,03/31/2025,10/15/2004,Garage,"Vehicle Spaces: 450, Bicycle Spaces: 23",323 WEST 34TH STREET LLC,MEYERS PARKING,323,W 34TH ST,,NEW YORK,NY,10001,2124903460,Manhattan,1,104,3,1013559,1007580025,MN13,111,-73.99432979299263,40.75256654976554,"(40.75256654976554, -73.99432979299263)"
2086374-DCA,03/31/2025,05/24/2019,Garage,"Vehicle Spaces: 418, Bicycle Spaces: 22",SEWARD PARK GARAGE LLC,,240,E BROADWAY,,NEW YORK,NY,10002,6465840409,Manhattan,1,103,01,1082654,1003150001,MN28,1401,-73.98631416715611,40.71438909214236,"(40.71438909214236, -73.98631416715611)"
2103151-DCA,03/31/2025,12/16/2021,Garage and Parking Lot,"Vehicle Spaces: 126, Bicycle Spaces: 13",MP 80 DEKALB PARKING LLC,,74,DEKALB AVE,,BROOKLYN,NY,11201,2124903460,Brooklyn,3,302,35,3391840,3020940010,,,-73.97993674881879,40.6898719107593,"(40.6898719107593, -73.97993674881879)"
2092125-DCA,03/31/2025,11/08/2019,Garage,"Vehicle Spaces: 73, Bicycle Spaces: 7",KK ENTERPRISE GROUP INC,,4745,PARK AVE,,BRONX,NY,10458,9173277488,Bronx,2,206,15,2094608,2030330004,,,-73.89158887593463,40.86038614253566,"(40.86038614253566, -73.89158887593463)"
2105939-DCA,03/31/2025,05/11/2022,Garage,"Vehicle Spaces: 72, Bicycle Spaces: 7",MP CROY PARKING LLC,,12,E 86TH ST,,NEW YORK,NY,10028,2124903460,Manhattan,1,108,04,1046830,1014970009,,,-73.95990144939537,40.78129989454938,"(40.78129989454938, -73.95990144939537)"
1437533-DCA,03/31/2025,07/16/2012,Parking Lot,"Vehicle Spaces: 65, Bicycle Spaces: 6",PEARSON STREET PARKING CORP,,4555,PEARSON ST,,LONG IS CITY,NY,11101,6464706466,Queens,4,402,26,4000702,4000840023,QN31,19,-73.94422447655334,40.745186280363846,"(40.745186280363846, -73.94422447655334)"
0925848-DCA,03/31/2025,03/28/1997,Parking Lot,"Vehicle Spaces: 63, Bicycle Spaces: 6",EDISON NY PARKING LLC,,272,SPRING ST,,NEW YORK,NY,10013,2122261981,Manhattan,1,102,3,1000000,1005790035,MN24,37,-74.00663121955691,40.72574478303661,"(40.72574478303661, -74.00663121955691)"
2103455-DCA,03/31/2025,01/13/2022,Garage,"Vehicle Spaces: 118, Bicycle Spaces: 17",8936 PARKING LLC,XTELL PARKING,8936,SUTPHIN BLVD,,JAMAICA,NY,11435,917-592-4762,Queens,4,412,24,4206749,4096760013,,,-73.80865671511962,40.703496096442734,"(40.703496096442734, -73.80865671511962)"
2097358-DCA,03/31/2025,12/30/2020,Garage,"Vehicle Spaces: 146, Bicycle Spaces: 15",1755 BROADWAY GARAGE LLC,,225,W 56TH ST,,NEW YORK,NY,10019,6465840409,Manhattan,1,105,03,,,,,-73.98219186079838,40.76555618671904,"(40.76555618671904, -73.98219186079838)"
1254733-DCA,03/31/2025,08/18/2011,Garage,"Vehicle Spaces: 94, Bicycle Spaces: 9","CODY CAR PARK, INC.",,555,11TH ST,,BROOKLYN,NY,11215,2122216111,Brooklyn,3,,,,,BK37,151,-77.51958437167269,40.11238533659802,"(40.11238533659802, -77.51958437167269)"
2102861-DCA,03/31/2025,11/30/2021,Garage,"Vehicle Spaces: 108, Bicycle Spaces: 11",EAST 17TH STREET GARAGE LLC,,201,E 17TH ST,,NEW YORK,NY,10003,6465840409,Manhattan,1,,,,,,,,,
2113181-DCA,08/09/2023,05/08/2023,Garage and Parking Lot,"Vehicle Spaces: 96, Bicycle Spaces: 10",SHERMAN PARKING MANAGEMENT LLC,,2926,W 19TH ST,,BROOKLYN,NY,11224,7544447275,Brooklyn,3,313,47,3426189,3070607501,,,-73.98575575192712,40.576051923913255,"(40.576051923913255, -73.98575575192712)"
2082739-DCA,03/31/2025,03/01/2019,Garage,"Vehicle Spaces: 230, Bicycle Spaces: 20",EAST 44TH STREET GARAGE LLC,,212,E 44TH ST,,NEW YORK,NY,10017,6465840409,Manhattan,1,106,04,1000000,1013170009,MN19,88,-73.97298109172517,40.751836162585,"(40.751836162585, -73.97298109172517)"
1338875-DCA,03/31/2025,11/16/2009,Garage,"Vehicle Spaces: 30, Bicycle Spaces:",MANHATTAN PARKING - GOLD CORP.,,220,E 54TH ST,,NEW YORK,NY,10022,2124903460,Manhattan,1,106,5,1038567,1013270037,MN19,98,-73.96828610043902,40.75804358085777,"(40.75804358085777, -73.96828610043902)"
2038904-DCA,03/31/2025,06/10/2016,Garage,"Vehicle Spaces: 27, Bicycle Spaces: 0",247 NORTH 7TH STREET PARKING CORP,,249,N 7TH ST,,BROOKLYN,NY,11211,2127367171,Brooklyn,3,301,33,3397906,3023220028,BK73,519,-73.95460197294653,40.715898807353334,"(40.715898807353334, -73.95460197294653)"
2084204-DCA,03/31/2025,04/04/2019,Garage,"Vehicle Spaces: 89, Bicycle Spaces: 9",142 WEST 57TH STREET PARKING CORP.,,146,W 57TH ST,,NEW YORK,NY,10019,2127367171,Manhattan,1,105,04,1085969,1010097501,MN17,137,-73.97919929536859,40.7651522082792,"(40.7651522082792, -73.97919929536859)"
1409708-DCA,03/31/2025,09/30/2011,Garage,"Vehicle Spaces: 174, Bicycle Spaces: 17","LASALLE PARKING, LLC","HOWARD, LANCE",220,E 9TH ST,,NEW YORK,NY,10003,2127143571,Manhattan,1,103,2,1079839,1004640020,MN22,38,-73.98837844699989,40.72966389945646,"(40.72966389945646, -73.98837844699989)"
2071494-DCA,03/31/2025,05/18/2018,Garage,"Vehicle Spaces: 50, Bicycle Spaces: 0",EAST 61ST STREET GARAGE LLC,,510,E 62ND ST,,NEW YORK,NY,10065,6465840409,Manhattan,1,108,05,1046252,1014740040,MN31,10602,-73.95819576680775,40.760458480840946,"(40.760458480840946, -73.95819576680775)"
2100282-DCA,03/31/2025,07/21/2021,Garage,"Vehicle Spaces: 67, Bicycle Spaces: 7",100 PEARL STREET GARAGE LLC,,7,HANOVER SQ,,NEW YORK,NY,10004,6465840409,Manhattan,1,101,01,1000832,1000280005,,,-74.00904564960787,40.70492286301072,"(40.70492286301072, -74.00904564960787)"
2087319-DCA,03/31/2025,06/18/2019,Garage,"Vehicle Spaces: 105, Bicycle Spaces: 11",147-36 94TH AVENUE PARKING CORP.,,14736,94TH AVE,,JAMAICA,NY,11435,2127367171,Queens,4,412,27,4214012,4099997501,QN61,208,-73.80627061223024,40.699256921088654,"(40.699256921088654, -73.80627061223024)"
1079092-DCA,03/31/2025,08/18/2011,Garage,"Vehicle Spaces: 839, Bicycle Spaces: 28","IMPACT CAR PARK, LLC",,333,W 26TH ST,,NEW YORK,NY,10001,2122216111,Manhattan,1,104,3,1082795,1007510001,MN13,97,-73.99841563232964,40.74776885959998,"(40.74776885959998, -73.99841563232964)"
1352539-DCA,03/31/2025,05/05/2010,Garage,"Vehicle Spaces: 297, Bicycle Spaces: 20",ANITA HOLDING LLC,,9905,63RD DR,,REGO PARK,NY,11374,2125642111,Queens,4,406,24,4539430,4021110501,QN17,721,-73.85619269401182,40.73175128052093,"(40.73175128052093, -73.85619269401182)"
2009039-DCA,03/31/2025,06/03/2014,Garage,"Vehicle Spaces: 139, Bicycle Spaces: 14",LM ALDUS PARKING LLC,,951,HOE AVE,(Garage Entrance at 962 Aldus Street),BRONX,NY,10459,2127143571,Bronx,2,,,2113353,,BX27,119,,,
2092475-DCA,03/31/2025,11/25/2019,Garage and Parking Lot,"Vehicle Spaces: 131, Bicycle Spaces: 13",214 WEST 88TH STREET GARAGE LLC,,214,W 88TH ST,,NEW YORK,NY,10024,6465840409,Manhattan,1,107,06,1080398,1012350042,,,-73.97454406678902,40.78918144416664,"(40.78918144416664, -73.97454406678902)"
2087759-DCA,03/31/2025,06/28/2019,Garage and Parking Lot,"Vehicle Spaces: 85, Bicycle Spaces: 9",132 EAST 35TH STREET GARAGE LLC,,132,E 35TH ST,,NEW YORK,NY,10016,6465840409,Manhattan,1,106,02,1018519,1008900020,MN20,72,-73.97946837198066,40.747154961582225,"(40.747154961582225, -73.97946837198066)"
0368610-DCA,03/31/2025,03/11/1997,Garage,"Vehicle Spaces: 58, Bicycle Spaces: 5","KRD REALTY CO., INC.",,330,W 45TH ST,,NEW YORK,NY,10036,2122658189,Manhattan,1,104,3,1024995,1010350047,MN15,121,-73.98943086137035,40.759590007634166,"(40.759590007634166, -73.98943086137035)"
2083253-DCA,03/31/2025,03/15/2019,Garage,"Vehicle Spaces: 66, Bicycle Spaces: 0",REED PARKING CORP.,,10025,QUEENS BLVD,,FOREST HILLS,NY,11375,2124903460,Queens,4,406,29,4307726,4021197501,QN17,71303,-73.85338549666106,40.726848344854666,"(40.726848344854666, -73.85338549666106)"
2067168-DCA,03/31/2025,03/02/2018,Garage and Parking Lot,"Vehicle Spaces: 110, Bicycle Spaces: 11",ELMHURST PARKING CORPORATION,,7911,41ST AVE,,ELMHURST,NY,11373,9173251969,Queens,4,404,25,4036837,4014900018,QN29,267,-73.88621048623587,40.745728207655894,"(40.745728207655894, -73.88621048623587)"
2045012-DCA,03/31/2025,10/25/2016,Garage,"Vehicle Spaces: 24, Bicycle Spaces: 0",65 WEST 55TH STREET PARKING CORP,,57,W 55TH ST,,NEW YORK,NY,10019,2127367171,Manhattan,1,105,04,1034818,1012710007,MN17,104,-73.97668409550673,40.76242070816173,"(40.76242070816173, -73.97668409550673)"
1180977-DCA,03/31/2025,09/24/2004,Garage,"Vehicle Spaces: 1500, Bicycle Spaces: 33","NEW GARDEN GARAGE, LLC","NEW GARDEN GARAGE, LLC",227,W 30TH ST,,NEW YORK,NY,10001,2124903460,Manhattan,1,105,3,1014342,1007800019,MN17,101,-73.99340617760869,40.74888030483655,"(40.74888030483655, -73.99340617760869)"
1100843-DCA,03/31/2025,05/16/2006,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 15",LIVINGSTON STREET PARKING LLC,,111,LIVINGSTON ST,,BROOKLYN,NY,11201,212-686-9800,Brooklyn,3,302,33,3002555,3002660001,BK09,9,-73.98980952026824,40.691144036853146,"(40.691144036853146, -73.98980952026824)"
2083093-DCA,03/31/2025,03/13/2019,Garage,"Vehicle Spaces: 668, Bicycle Spaces: 25",ISABEL PARKING LLC,,951,RIVER AVE,,BRONX,NY,10452,6465840409,Bronx,2,204,16,2116393,2024930009,BX63,63,-73.92439421908942,40.8304812704075,"(40.8304812704075, -73.92439421908942)"
2114494-DCA,03/31/2025,06/20/2023,Garage,"Vehicle Spaces: 95, Bicycle Spaces: 10","LAZ PARKING NEW YORK/NEW JERSEY, LLC",,555,WAVERLY AVE,,BROOKLYN,NY,11238,7184072575,Brooklyn,3,302,35,3000000,3020120001,,,-73.96559299276629,40.68185378353369,"(40.68185378353369, -73.96559299276629)"
2083950-DCA,03/31/2025,04/01/2019,Garage,"Vehicle Spaces: 108, Bicycle Spaces: 11",PARK LANE HOTEL GARAGE LLC,,36-38,CENTRAL PARK S,,NEW YORK,NY,10019,6465840409,Manhattan,1,105,04,1035251,1012740011,MN17,11201,-73.97479515741158,40.76505251825518,"(40.76505251825518, -73.97479515741158)"
2086484-DCA,03/31/2025,05/29/2019,Garage,"Vehicle Spaces: 34, Bicycle Spaces: 0",175 EAST 60TH STREET GARAGE LLC,,169,E 60TH ST,,NEW YORK,NY,10022,6465840409,Manhattan,1,108,04,1041959,1013957501,MN40,11402,-73.9669411040366,40.76253085881044,"(40.76253085881044, -73.9669411040366)"
2106439-DCA,03/31/2025,06/01/2022,Garage,"Vehicle Spaces: 15, Bicycle Spaces: 0",BK PARKING GROUP INC,,351,E 51ST ST,,NEW YORK,NY,10022,9173277488,Manhattan,1,106,04,1039660,1013447502,,,-73.96620143728376,40.75472733570692,"(40.75472733570692, -73.96620143728376)"
2025581-DCA,03/31/2025,07/13/2015,Garage,"Vehicle Spaces: 267, Bicycle Spaces: 21",MP HUNTER 50 LLC,,150,50TH AVE,,LONG ISLAND CITY,NY,11101,2124903460,Queens,4,402,26,4541370,4000067502,QN31,1,-73.95887755839249,40.74364166035955,"(40.74364166035955, -73.95887755839249)"
2104956-DCA,03/31/2025,04/01/2022,Garage,"Vehicle Spaces: 142, Bicycle Spaces: 14",197 BERRY STREET GARAGE LLC,,197,BERRY ST,,BROOKLYN,NY,11249,6465840409,Brooklyn,3,301,34,3398167,3023517501,,,-73.96114521116398,40.71663130800999,"(40.71663130800999, -73.96114521116398)"
1151780-DCA,03/31/2025,09/16/2003,Parking Lot,"Vehicle Spaces: 64, Bicycle Spaces: 6","BROOK PARKING GARAGE, INC.",,420,E 167TH ST,,BRONX,NY,10456,7185888328,Bronx,2,203,16,2000000,2023920071,BX14,143,-73.90959329799064,40.83042121245971,"(40.83042121245971, -73.90959329799064)"
2107942-DCA,03/31/2025,08/04/2022,Garage and Parking Lot,"Vehicle Spaces: 150, Bicycle Spaces: 15",615 GARAGE CORPORATION,,800,5TH AVE,,NEW YORK,NY,10065,2126168900,Manhattan,1,108,04,1078315,1013760001,,,-73.97202246304983,40.76560906086607,"(40.76560906086607, -73.97202246304983)"
2069913-DCA,03/31/2025,04/23/2018,Parking Lot,"Vehicle Spaces: 68, Bicycle Spaces: 7",WHITE PLAINS SECURE PARKING LLC,,2835,WHITE PLAINS RD,,BRONX,NY,10467,347-213-5185,Bronx,2,211,15,2000000,2045080060,BX07,336,-73.8673142041616,40.86709353062424,"(40.86709353062424, -73.8673142041616)"
0968559-DCA,03/31/2025,05/15/2006,Garage,"Vehicle Spaces: 105, Bicycle Spaces: 10",EFFICIENT PARKING LLC,,170,W 23RD ST,,NEW YORK,NY,10011,212-686-9800,Manhattan,1,104,3,1068238,1007980502,MN13,91,-73.99465534308824,40.74367632519678,"(40.74367632519678, -73.99465534308824)"
2103464-DCA,03/31/2025,01/14/2022,Garage,"Vehicle Spaces: 100, Bicycle Spaces: 10",XTELL PARKING LLC,XTELL PARKING,17802,HILLSIDE AVE,,JAMAICA,NY,11432,917-592-4762,Queens,4,412,27,4212276,4099130025,,,-73.78519950489277,40.71231209034479,"(40.71231209034479, -73.78519950489277)"
1306114-DCA,03/31/2025,12/16/2008,Garage,"Vehicle Spaces: 180, Bicycle Spaces: 18",MP UPTOWN LLC.,,1295,5TH AVE,,NEW YORK,NY,10029,2122810698,Manhattan,1,111,9,1085255,1016160001,MN33,17402,-73.94901341309001,40.79715190862778,"(40.79715190862778, -73.94901341309001)"
2084415-DCA,03/31/2025,04/09/2019,Garage,"Vehicle Spaces: 106, Bicycle Spaces: 11",20166 PARKING LLC,,202,E 67TH ST,,NEW YORK,NY,10065,212-794-0111,Manhattan,1,108,04,1043872,1014210001,MN31,118,-73.96256741728568,40.76639686242807,"(40.76639686242807, -73.96256741728568)"
2088491-DCA,03/31/2025,07/19/2019,Parking Lot,"Vehicle Spaces: 147, Bicycle Spaces: 14",CR PARKING INC.,,376,E 184TH ST,,BRONX,NY,10458,7186180992,Bronx,2,205,15,2013340,2031430285,BX40,38302,-73.8958016456199,40.85736536264772,"(40.85736536264772, -73.8958016456199)"
2051054-DCA,03/31/2025,04/12/2017,Garage,"Vehicle Spaces: 66, Bicycle Spaces: 7",GARMENT ONE GARAGE LLC,,155,E 34TH ST,,NEW YORK,NY,10016,6465840409,Manhattan,1,106,02,1018549,1008907501,MN20,72,-73.97912943681877,40.74616130150273,"(40.74616130150273, -73.97912943681877)"
1075136-DCA,03/31/2025,03/20/2001,Garage,"Vehicle Spaces: 96, Bicycle Spaces: 9",SHERIDAN GARAGE CORP.,,1040,FREEMAN ST,,BRONX,NY,10459,7183787688,Bronx,2,,,,,BX35,12101,-77.51958437167269,40.11238533659802,"(40.11238533659802, -77.51958437167269)"
2081153-DCA,03/31/2025,01/07/2019,Garage and Parking Lot,"Vehicle Spaces: 41, Bicycle Spaces: 0",200 EAST END AVENUE PARKING CORP,,200,E END AVE,,NEW YORK,NY,10128,2127367171,Manhattan,1,108,05,1051371,1015860021,MN32,152,-73.94330963720729,40.77697545645079,"(40.77697545645079, -73.94330963720729)"
2078866-DCA,03/31/2025,10/05/2018,Garage,"Vehicle Spaces: 160, Bicycle Spaces: 16",LM BONNEVILLE PARKING LLC,,329,E 22ND ST,,NEW YORK,NY,10010,2127143571,Manhattan,1,106,02,1020572,1009280017,MN21,64,-73.98054685606057,40.73687880155703,"(40.73687880155703, -73.98054685606057)"
2092479-DCA,03/31/2025,11/25/2019,Parking Lot,"Vehicle Spaces: 39, Bicycle Spaces: 0",VANCITY PARKING INC,,250,E 63RD ST,,NEW YORK,NY,10065,6463689834,Manhattan,1,108,04,1043845,1014170028,,,-73.96362309517377,40.76357011640058,"(40.76357011640058, -73.96362309517377)"
2060566-DCA,03/31/2025,11/09/2017,Garage,"Vehicle Spaces: 29, Bicycle Spaces: 0",56 LEONARD GARAGE LLC,,56,LEONARD ST,,NEW YORK,NY,10013,646-584-0409,Manhattan,1,101,01,1088646,1001767501,MN24,33,-74.00627330417922,40.717897538681804,"(40.717897538681804, -74.00627330417922)"
2103120-DCA,03/31/2025,12/15/2021,Garage,"Vehicle Spaces: 57, Bicycle Spaces: 6",55 EAST 87TH STREET GARAGE LLC,,55,E 87TH ST,,NEW YORK,NY,10128,6465840409,Manhattan,1,108,04,1046917,1014990025,,,-73.95754361359958,40.78121670793847,"(40.78121670793847, -73.95754361359958)"
2092450-DCA,03/31/2025,11/22/2019,Garage,"Vehicle Spaces: 31, Bicycle Spaces: 0",VANCITY PARKING INC,,355,E 72ND ST,,NEW YORK,NY,10021,6463689834,Manhattan,1,108,05,1080484,1014470023,,,-73.95691652545858,40.7682009275074,"(40.7682009275074, -73.95691652545858)"
